customerid,acquisitiondate,age,gender,churn,retentionperiod,companytype,acquisitioncost,totalspend,marketingchannel,customerinteractions,paymentmethod,billingissues,frequencyofbillingissues,city
793033ba-bfee-411a-984b-41706946e958,2023-08-13,38,Female,1,204,Tech,"₹9,783","₹5,426",Word of Mouth,2,UPI,Yes,3,Delhi
eefc6242-b086-4eea-ad9a-cfe4b1bfb741,2023-05-12,24,Female,0,223,Tech,"₹31,073","₹89,839",Email Campaign,8,UPI,Yes,0,Delhi
4d6ba9e1-5344-446c-8be9-605ba0d4a207,2022-11-26,64,Male,1,531,Consulting,"₹13,671","₹28,606",Direct Traffic,7,UPI,No,0,Delhi
4a73f00c-7ac1-4500-aa90-e2889f26c42e,2023-09-28,58,Female,0,142,Tech,"₹31,433","₹48,832",Referral Program,44,Credit Card,No,1,Delhi
696f2f22-cfad-4024-bda8-65d595cdd47d,2024-04-02,50,Male,1,143,Finance,"₹6,274","₹29,151",Instagram Ads,39,Bank Transfer,Yes,0,Delhi
cb9f9fb4-f077-48d9-b57d-b7ef2eb5c6bb,2023-02-11,20,Male,0,251,Healthcare,"₹7,019","₹80,303",Google Ads,42,UPI,Yes,0,Delhi
3a6f01fa-6222-4580-9cdd-345276c4e9d4,2023-03-29,55,Female,0,707,Manufacturing,"₹11,483","₹12,308",Referral Program,16,Credit Card,No,0,Delhi
41a2e2e0-62b2-4b3a-b78b-1531999ecc8f,2024-06-14,27,Female,1,673,Retail,"₹31,432","₹63,522",Instagram Ads,35,Credit Card,Yes,8,Delhi
6f4866eb-9f40-4491-b087-13742eb20d54,2023-12-30,26,Female,0,293,Finance,"₹31,298","₹46,671",Instagram Ads,30,Bank Transfer,No,0,Delhi
d0dc5c4b-c24a-4e22-933a-7468308594b4,2023-09-10,53,Female,0,84,Finance,"₹18,633","₹91,306",Instagram Ads,10,UPI,No,2,Delhi
e2bbe3af-a802-4515-a06d-06d89964c419,2024-08-15,37,Female,1,672,Consulting,"₹15,439","₹95,108",Partner Website,38,Credit Card,No,9,Delhi
becc9205-8198-4cd4-823a-0743de2e73c2,2023-02-18,58,Male,0,487,Manufacturing,"₹1,281","₹3,204",Partner Website,18,Bank Transfer,No,0,Delhi
eb2bdde2-57ce-4dc2-9342-64573cbad877,2022-12-31,39,Female,0,191,Manufacturing,"₹49,550","₹93,769",Direct Traffic,5,UPI,No,7,Delhi
6aedb68a-b305-44c7-87fe-714943ff8529,2024-06-15,64,Female,0,409,Retail,"₹28,124","₹88,265",Direct Traffic,29,Bank Transfer,No,0,Delhi
52c585b3-568a-4feb-bbed-24bbd98d1417,2024-03-02,32,Male,1,116,Retail,"₹7,323","₹32,131",Instagram Ads,39,Bank Transfer,Yes,2,Delhi
b1d976f5-7afd-4aa5-9a19-554cb6a54ced,2023-04-05,25,Female,0,84,Manufacturing,"₹18,989","₹53,428",Word of Mouth,34,Credit Card,No,7,Delhi
31666119-43e5-4fa0-bc52-86c287f5e21a,2024-09-30,28,Male,1,505,Tech,"₹40,461","₹34,870",Partner Website,43,Credit Card,No,0,Delhi
9dd0820a-5e18-4f72-9bb7-708f2f29f614,2023-01-30,35,Male,0,207,Finance,"₹29,618","₹50,067",Email Campaign,45,Credit Card,Yes,6,Delhi
6eb1cc59-8007-4e2a-bb35-358661a248eb,2024-04-09,20,Male,0,420,Education,"₹35,381","₹59,585",Instagram Ads,23,Bank Transfer,No,4,Delhi
bfaecb14-75ea-4976-a07f-6f0aeef975a7,2023-01-09,35,Female,0,378,Retail,"₹16,780","₹22,607",Email Campaign,5,Credit Card,Yes,2,Delhi
e5c3c0fb-beb2-4bd6-a267-0c746e46f047,2023-09-07,32,Female,1,37,Consulting,"₹22,763","₹25,968",Email Campaign,30,Bank Transfer,No,0,Delhi
d84133ff-f642-429e-ab5d-6b5b6ead1548,2023-04-03,30,Female,0,342,Consulting,"₹14,065","₹99,934",Instagram Ads,6,Bank Transfer,Yes,0,Delhi
00722431-c50f-4236-8569-18df7f662ad4,2023-06-15,65,Male,0,472,Retail,"₹20,854","₹12,908",Google Ads,46,Credit Card,Yes,7,Delhi
c1627a16-b179-49a3-868d-f8644d867adc,2023-04-20,54,Female,1,357,Manufacturing,"₹43,451","₹27,423",Word of Mouth,44,UPI,No,8,Delhi
93165dfd-2443-4ccd-8fba-9d08317eebbc,2024-05-27,23,Male,0,83,Healthcare,"₹26,143","₹75,707",Instagram Ads,4,UPI,No,2,Delhi
97fac3b3-e22e-4ccd-b5f7-c58e582763ad,2023-07-16,42,Male,1,268,Education,"₹24,148","₹79,257",Direct Traffic,29,UPI,No,0,Delhi
fa88fe25-7b02-4bd9-a147-abb4fb809b0c,2023-07-27,46,Female,1,258,Education,"₹42,471","₹62,215",Instagram Ads,23,Bank Transfer,No,0,Delhi
e98b4de1-b81e-488c-aa7d-06965579dcf7,2024-08-12,36,Female,0,608,Retail,"₹19,158","₹56,835",Partner Website,6,Bank Transfer,Yes,7,Delhi
ea5479a1-4e70-4cbe-9e0a-de48349b0bdf,2023-06-11,26,Female,1,80,Tech,"₹21,753","₹50,429",Instagram Ads,32,Bank Transfer,Yes,0,Delhi
5b3ef915-9094-48ec-a558-e8905ff8313b,2023-10-18,28,Male,0,638,Healthcare,"₹49,063","₹83,152",Google Ads,42,Credit Card,Yes,0,Delhi
4c94fd28-f8c0-4197-aaad-da8ee048804e,2023-11-08,22,Female,1,633,Education,"₹26,890","₹39,458",Partner Website,18,Bank Transfer,No,0,Delhi
0fda50bd-f14e-4da1-88ce-e2c1d422ab38,2022-12-28,24,Male,1,293,Retail,"₹23,628","₹47,169",Direct Traffic,15,Credit Card,Yes,0,Delhi
768c4b09-56f1-4b5d-b3e0-118e9351e0b4,2023-05-18,51,Male,0,447,Consulting,"₹13,989","₹8,659",Facebook Ads,40,Credit Card,No,6,Delhi
91d986f5-a872-4620-99ba-997cf2b41605,2023-09-30,38,Male,1,125,Education,"₹38,814","₹61,614",Facebook Ads,32,UPI,No,0,Delhi
394e37ad-5b3a-42d8-a69c-031fbc221cb9,2023-11-15,52,Female,1,117,E-Commerce,"₹33,158","₹78,240",Email Campaign,9,UPI,Yes,0,Delhi
34dc30a4-45ce-49b5-8a67-0583af1d0fc5,2023-03-21,18,Female,1,107,Healthcare,"₹7,352","₹33,793",Word of Mouth,37,UPI,No,2,Delhi
0d08075c-a1f0-4ea5-9e30-2dcfeafb3fb5,2023-07-18,36,Male,1,317,Healthcare,"₹29,950","₹47,473",Email Campaign,10,Credit Card,Yes,1,Delhi
cef833d3-4ec0-4bd7-b9d9-9b5d749ddf26,2024-01-18,39,Female,1,149,E-Commerce,"₹3,051","₹97,762",Google Ads,20,Credit Card,No,0,Delhi
3b0f89f9-4460-4b95-b088-ba65cd5303e7,2022-11-26,50,Female,0,520,Finance,"₹6,911","₹90,388",Referral Program,6,Credit Card,Yes,0,Delhi
ac8c6a1f-6655-4c9a-b539-ab848ce701c0,2024-06-09,38,Female,1,481,Consulting,"₹49,659","₹98,618",Direct Traffic,48,Bank Transfer,No,6,Delhi
e77922d5-00c0-4f08-8de0-0a20a91d7c81,2023-03-12,57,Female,0,529,E-Commerce,"₹33,743","₹89,330",Word of Mouth,3,Credit Card,Yes,9,Delhi
6d21ee5f-bea4-43b3-ade9-c371ea7c8aeb,2024-07-06,54,Female,1,194,Manufacturing,"₹22,300","₹56,751",Direct Traffic,42,UPI,Yes,1,Delhi
f7bdda64-7a55-4ee3-be4c-9dfc7d4fd0be,2023-10-25,57,Male,0,211,Manufacturing,"₹10,903","₹79,915",Facebook Ads,11,UPI,No,0,Delhi
faf5b4cc-651c-48fa-a154-6ecaeb3ccc83,2023-11-09,49,Female,0,498,Retail,"₹7,739","₹55,254",Email Campaign,43,Credit Card,No,0,Delhi
a7becccf-a673-4ba6-97fa-026101bd6846,2022-11-01,39,Male,1,36,Healthcare,"₹7,210","₹8,006",Direct Traffic,17,Credit Card,Yes,5,Delhi
82507957-5151-44d0-9a23-4d84fc8a9d7d,2023-08-08,55,Female,1,359,Finance,"₹21,884","₹75,218",Facebook Ads,32,UPI,No,0,Delhi
28ea7001-9078-4067-adbe-1690f457c881,2024-06-19,32,Female,1,702,Finance,"₹21,538","₹66,344",Google Ads,4,Credit Card,No,6,Delhi
d315aca5-7f12-47eb-952c-f183a8314706,2024-08-10,50,Male,0,180,Education,"₹41,346","₹34,840",Google Ads,4,UPI,No,0,Delhi
70323ed5-d643-41dd-8141-a08e7c7b7315,2024-05-26,32,Female,1,114,Education,"₹22,947","₹33,430",Referral Program,17,Bank Transfer,Yes,3,Delhi
3fb58030-95ec-4202-910c-0ce56fc8780c,2023-02-25,38,Female,0,176,E-Commerce,"₹2,785","₹24,091",Direct Traffic,41,UPI,Yes,9,Delhi
bdd1b178-d476-45e5-89a6-5c9045e8f436,2023-05-09,37,Female,0,653,Finance,"₹38,491","₹33,983",Referral Program,19,Bank Transfer,No,0,Delhi
56c491dd-a878-427d-a1fb-57790685ea0f,2023-01-19,18,Female,0,410,E-Commerce,"₹14,021","₹24,989",Partner Website,5,Credit Card,No,0,Delhi
cf401e8b-39a7-4b74-bfce-0144f12ea7fb,2023-11-29,44,Female,1,577,Consulting,"₹48,157","₹76,451",Word of Mouth,32,Credit Card,Yes,0,Delhi
91d65191-3abb-4955-8f69-36e17727aee6,2023-10-04,65,Female,1,314,E-Commerce,"₹7,471","₹19,990",Direct Traffic,22,Bank Transfer,No,0,Delhi
0d59a2c0-eaf6-4e91-85d1-fa41ce3e61e5,2024-06-25,60,Female,0,729,Education,"₹29,639","₹91,270",Google Ads,6,Credit Card,Yes,0,Delhi
eaf437f2-f8e3-44b1-9c3c-21bda13cc819,2023-02-15,53,Female,0,111,Healthcare,"₹20,409","₹81,360",Email Campaign,35,Bank Transfer,No,0,Delhi
ef57c652-b40d-43f6-8aea-435386e78531,2024-05-04,56,Female,1,543,E-Commerce,"₹12,031","₹37,081",Facebook Ads,22,Credit Card,No,9,Delhi
62a16b29-cbec-42e5-882a-218c6c39db81,2024-10-02,22,Female,0,552,Tech,"₹15,221","₹12,033",Instagram Ads,1,UPI,No,0,Delhi
839e0297-2d0a-494f-8231-c9e2f45cfa29,2023-02-27,27,Female,1,415,Healthcare,"₹19,706","₹17,241",Referral Program,20,Credit Card,Yes,9,Delhi
0ca6b829-6e31-452d-a724-7a91d2bf1072,2023-03-05,52,Male,0,500,Finance,"₹38,211","₹6,939",Instagram Ads,22,UPI,Yes,1,Delhi
2571ee09-5b07-45e0-a09e-f4a92b68b650,2024-06-27,61,Male,1,148,Finance,"₹7,030","₹48,562",Direct Traffic,48,UPI,Yes,0,Delhi
b2a63f67-b2d9-4e41-99cd-72f1b1945b63,2024-07-20,62,Female,0,425,E-Commerce,"₹11,616","₹36,063",Email Campaign,11,Bank Transfer,Yes,9,Delhi
067eddf2-961f-4725-870c-23738780e605,2023-03-12,37,Female,1,561,Healthcare,₹758,"₹77,721",Referral Program,13,Credit Card,No,6,Delhi
81feb916-7c7a-4c44-9deb-540b0959be51,2024-06-23,23,Female,0,290,Education,₹782,"₹28,045",Instagram Ads,42,Bank Transfer,No,0,Delhi
cb958542-c328-4df7-a965-f82c487c46df,2024-04-03,61,Female,1,285,Education,"₹14,437","₹45,769",Word of Mouth,3,Credit Card,Yes,0,Delhi
907b5639-4b1a-49c5-bca6-0572c29fb516,2024-09-11,39,Male,1,255,Manufacturing,"₹2,398","₹48,118",Email Campaign,9,UPI,No,0,Delhi
e0d36fb3-41f2-4135-8aed-53e9a7669b5b,2024-08-01,31,Female,0,82,Finance,"₹4,635","₹85,703",Facebook Ads,12,UPI,No,7,Delhi
10cad18e-619b-4fc3-93d1-8bd321fa4037,2024-08-07,32,Male,0,529,Retail,"₹7,129","₹22,625",Word of Mouth,23,Credit Card,Yes,0,Delhi
d861d4fa-9d37-4499-80a3-460fb9e4f955,2023-04-05,22,Female,1,535,Manufacturing,"₹44,436","₹28,076",Email Campaign,14,Credit Card,No,0,Delhi
1ef691e7-f5cc-4505-8f45-85e6a78f2ad0,2023-10-04,35,Male,0,393,Education,"₹20,084","₹65,805",Partner Website,33,Bank Transfer,No,0,Delhi
43c405d6-de8b-46dd-b774-8970899ac53e,2024-02-18,29,Male,1,309,Healthcare,"₹24,051","₹45,605",Referral Program,18,Credit Card,Yes,0,Delhi
c47e590a-e561-4e6f-9fc0-78002aeab034,2024-04-12,59,Female,0,622,Consulting,"₹33,880","₹85,565",Google Ads,49,Credit Card,No,6,Delhi
06e64a07-e1c0-4c71-8d8d-bca038160b7d,2024-03-28,19,Female,1,187,Education,"₹47,471","₹89,509",Facebook Ads,41,Credit Card,No,0,Delhi
440b3c3a-0e12-45a5-b8e7-7e24690daf03,2024-04-25,34,Female,1,661,Healthcare,"₹17,571","₹40,121",Direct Traffic,9,Bank Transfer,No,8,Delhi
a963c49c-7180-4b04-b886-fbeed20d44a4,2024-06-05,46,Female,1,88,Manufacturing,"₹20,574","₹66,101",Word of Mouth,23,Credit Card,Yes,0,Delhi
9bfaace4-2db7-4243-960f-35ff3e95b3b4,2024-06-27,47,Male,1,157,Finance,"₹25,688","₹32,433",Word of Mouth,10,UPI,Yes,4,Delhi
1e9214f0-02a4-490b-a05e-ff2975d5883a,2024-07-08,38,Female,1,144,Education,"₹2,807","₹44,309",Instagram Ads,19,Bank Transfer,No,6,Delhi
332729f9-3f7a-4a65-90e1-e8df966f1747,2024-08-11,19,Male,1,238,E-Commerce,"₹40,401","₹68,468",Referral Program,47,Bank Transfer,No,7,Delhi
df2b6e59-f295-4a47-89f4-9b557ea5da83,2024-05-29,42,Male,0,555,Healthcare,"₹11,705","₹45,254",Direct Traffic,5,UPI,No,0,Delhi
87c0117f-b5a3-4c8c-b508-d51254c4c7f5,2024-01-25,64,Male,0,550,Finance,"₹6,406","₹68,293",Google Ads,47,UPI,Yes,4,Delhi
71341b9a-a9cd-4982-93cb-3029d99c396c,2023-04-30,54,Male,0,581,Consulting,"₹3,091","₹97,258",Email Campaign,23,UPI,Yes,0,Delhi
a957935d-65a0-42c4-b266-383ae7a405b7,2023-10-12,23,Female,1,266,Consulting,"₹15,649","₹38,853",Google Ads,30,Credit Card,Yes,0,Delhi
b984678a-60ff-4486-b94b-ba6d934358b4,2023-08-08,20,Male,1,310,Retail,"₹45,418","₹39,405",Referral Program,25,UPI,No,0,Delhi
b7187295-73b6-4726-87fc-ce03cf213e0c,2022-10-29,30,Male,1,388,Healthcare,"₹40,451","₹67,652",Referral Program,28,Credit Card,No,0,Delhi
8a65cef8-c992-4bb2-8329-ce2338c12f9d,2024-04-21,51,Female,1,230,Manufacturing,"₹25,650","₹44,527",Partner Website,34,Bank Transfer,No,0,Delhi
207638b2-1ba9-4248-8c25-006e5961a8c4,2023-09-08,22,Male,0,307,Retail,"₹32,352","₹78,227",Partner Website,45,Bank Transfer,No,7,Delhi
ec4740f9-8c3c-4e30-9850-7fa1a4cb9d05,2023-08-23,26,Female,0,264,Retail,"₹43,370","₹1,492",Google Ads,48,UPI,No,0,Delhi
b5c31fe8-37eb-4321-ad60-b9e337286cea,2024-01-05,28,Female,1,523,Tech,"₹1,783","₹94,418",Email Campaign,47,Credit Card,Yes,7,Delhi
c3624b40-7abb-4422-af4e-9045291e1682,2024-06-06,22,Male,0,33,Education,"₹34,191","₹9,811",Google Ads,25,UPI,No,8,Delhi
f1044bb3-197a-4a70-a0ad-b4b3ef09733c,2022-11-18,48,Female,0,695,Healthcare,"₹1,625","₹94,344",Referral Program,10,UPI,No,9,Delhi
0050810b-8297-4180-86c2-1c66197e18c8,2024-02-22,60,Male,1,471,Retail,"₹2,029","₹25,272",Referral Program,14,Credit Card,No,9,Delhi
83b7e194-9498-4015-8bc0-0cdd249ffbe8,2023-01-13,36,Female,0,58,Tech,"₹26,670","₹94,935",Instagram Ads,42,UPI,Yes,2,Delhi
bfc745b9-85c1-4bb6-b15f-31454287e278,2022-12-19,31,Male,1,138,Manufacturing,"₹8,938","₹73,010",Partner Website,46,Bank Transfer,No,7,Delhi
08f18895-5b0a-41ca-b015-6900c4cda4b6,2024-03-31,45,Male,0,639,Finance,"₹20,595","₹93,492",Direct Traffic,30,UPI,Yes,7,Delhi
fbed4b16-cb53-4c84-9350-ca9fe92934b2,2022-11-19,50,Female,1,104,E-Commerce,"₹16,654","₹48,153",Direct Traffic,41,Credit Card,Yes,0,Delhi
becfe6a4-07ad-40be-8ff5-166f2d336819,2023-04-15,48,Male,1,175,E-Commerce,"₹8,504","₹55,110",Direct Traffic,25,Credit Card,Yes,9,Delhi
676960c3-1231-4aac-a0a4-6dafb401ebd0,2023-09-22,46,Female,1,157,Healthcare,"₹10,252","₹14,979",Instagram Ads,14,Bank Transfer,Yes,0,Delhi
03afc413-5cb0-4da6-b3a2-0f0e2753327e,2022-11-16,23,Male,1,71,Retail,"₹43,860","₹29,328",Facebook Ads,35,Credit Card,Yes,1,Delhi
44c9fbf0-e327-4df0-862e-bc6eea230f65,2023-03-01,59,Female,0,385,E-Commerce,"₹27,319","₹13,867",Direct Traffic,48,Credit Card,No,2,Delhi
141c2f0c-3b72-4b60-9384-cf4371681f0b,2024-03-08,64,Female,1,70,Education,"₹37,132","₹60,234",Referral Program,34,Bank Transfer,No,2,Delhi
e48fc5a8-3d12-4674-bc32-10f0ca560d8f,2024-03-21,65,Male,1,63,E-Commerce,"₹27,015","₹26,851",Instagram Ads,10,UPI,Yes,8,Delhi
10f20a6f-8e17-456a-b05e-8fe6cb7a31fe,2023-02-25,34,Male,1,46,E-Commerce,"₹24,717","₹32,279",Google Ads,35,Bank Transfer,Yes,0,Delhi
c6ab51a7-8cf8-4a49-b08c-7cc8a2d45cf8,2024-04-05,29,Male,0,706,E-Commerce,"₹23,672","₹97,063",Partner Website,11,UPI,Yes,0,Delhi
8e237013-6e1f-4fdd-b73b-cecf3470892a,2023-12-20,27,Male,1,182,Consulting,"₹33,494","₹74,402",Partner Website,11,Bank Transfer,No,0,Delhi
9e0ae15e-9f78-4bd9-8f76-d367ef83c4d8,2023-10-03,28,Female,0,407,Tech,"₹15,536","₹16,449",Email Campaign,21,UPI,No,9,Delhi
1a1d3516-aa77-4941-87a3-ff7f1cfc7baf,2024-10-03,61,Male,1,617,Retail,"₹12,239","₹77,221",Google Ads,21,Bank Transfer,Yes,7,Delhi
5b2f2b1d-d5a3-445a-b326-cdbe7602bd1a,2023-01-08,53,Female,0,628,Education,"₹32,720","₹90,080",Email Campaign,22,UPI,No,8,Delhi
3423de17-a140-4ed2-b3e1-22cb1360e193,2023-10-01,34,Female,0,658,Retail,"₹49,916","₹6,451",Instagram Ads,45,Bank Transfer,No,0,Delhi
545f77dd-3052-477a-9132-6b14b39df0f3,2023-01-06,21,Male,1,371,Consulting,"₹10,087","₹88,178",Word of Mouth,7,UPI,Yes,7,Delhi
e1d0879d-50b4-4176-aba1-27b1985ec6f1,2023-02-28,51,Male,0,56,Healthcare,"₹45,017","₹42,316",Direct Traffic,17,Bank Transfer,Yes,0,Delhi
d840921c-7849-4dc3-a597-16c5a9065817,2024-06-02,22,Male,1,316,Healthcare,"₹30,629","₹64,064",Facebook Ads,2,Credit Card,No,0,Delhi
69ab56dc-73f1-4bec-a4fb-525fba6b93b8,2023-03-12,65,Female,1,675,Healthcare,"₹1,145","₹64,761",Google Ads,12,UPI,No,6,Delhi
24021997-390f-49fa-8f0e-abf837e6ddc4,2023-04-21,41,Female,1,197,Manufacturing,"₹31,430","₹39,870",Google Ads,42,Bank Transfer,No,5,Delhi
3c480f45-108b-4933-bc12-9d29ed1fb0ba,2024-01-25,36,Male,0,639,E-Commerce,"₹16,799","₹97,566",Google Ads,18,UPI,Yes,0,Delhi
e43deedc-f59c-4735-90fd-9775c8b7e63a,2022-12-11,60,Female,0,297,Manufacturing,"₹30,590","₹31,873",Email Campaign,11,UPI,Yes,0,Delhi
f1b135b9-8ed3-47bd-a932-a01ead707024,2024-07-06,49,Female,1,484,Tech,"₹22,453","₹59,627",Instagram Ads,16,Bank Transfer,Yes,0,Delhi
446022d5-a861-484f-9a9a-0a4d0bf3c7da,2022-10-26,53,Male,1,714,Healthcare,"₹46,943","₹67,155",Google Ads,49,UPI,No,7,Delhi
0c63e844-134b-45e3-b43a-ea33c586730c,2023-02-21,65,Male,0,430,Consulting,"₹26,975","₹26,372",Word of Mouth,18,Bank Transfer,No,7,Delhi
e96a6f5c-9e05-4f88-8eeb-934827070e6d,2024-09-26,37,Male,1,505,Education,"₹19,388","₹4,642",Google Ads,35,Credit Card,Yes,6,Delhi
174e3d20-993b-49f2-90fd-819b00cd82e9,2023-07-22,28,Female,1,663,Retail,"₹44,232","₹29,001",Partner Website,26,UPI,No,3,Delhi
79cd3bb6-2475-4b1b-80de-dc00f2938445,2023-06-12,31,Female,1,587,E-Commerce,"₹16,587","₹35,064",Direct Traffic,16,Credit Card,Yes,7,Delhi
c7edf7a4-8132-4c4f-9813-2f1e283bb840,2023-03-29,27,Male,0,605,Finance,"₹46,805","₹95,826",Facebook Ads,6,UPI,No,5,Delhi
a85c77dd-b584-4506-bc0d-4a824d0ba676,2024-03-02,26,Male,0,159,Education,"₹46,537","₹15,122",Direct Traffic,44,UPI,Yes,0,Delhi
07ae4e1f-c40b-41e2-b696-1110abeb1468,2022-12-14,45,Male,0,392,E-Commerce,"₹9,846","₹25,820",Partner Website,43,UPI,No,0,Delhi
9d8ecb3f-9dd8-4ea0-8f21-472cda7b760c,2023-09-03,33,Male,1,722,Manufacturing,"₹1,087","₹69,431",Partner Website,47,Bank Transfer,No,0,Delhi
0b7a64e3-a05a-4b0c-91fa-c96669bd64ed,2024-09-26,46,Female,1,321,Manufacturing,"₹13,263","₹56,745",Facebook Ads,47,Credit Card,Yes,8,Delhi
a2113601-44cd-492e-8198-e92bdc78aa6a,2024-04-01,52,Female,1,400,Education,"₹42,445","₹51,081",Word of Mouth,48,UPI,Yes,0,Delhi
7f3bfcb4-4b99-4c50-85a9-d897f09af16c,2024-10-08,45,Female,0,58,Manufacturing,"₹4,579","₹71,902",Instagram Ads,42,Bank Transfer,Yes,4,Delhi
ae4c730b-5f12-4dd6-98a1-3b0e590c1350,2022-11-01,46,Female,1,178,Healthcare,"₹36,616","₹9,711",Partner Website,12,UPI,Yes,1,Delhi
25990fd5-9c0b-42f3-a5ac-def3c4de6216,2023-10-08,39,Female,1,325,Tech,"₹20,715","₹86,132",Instagram Ads,13,Bank Transfer,Yes,0,Delhi
baba0997-f4c6-4696-a07a-95d48b4fae8e,2023-03-31,45,Female,1,40,Retail,"₹26,317","₹19,793",Partner Website,4,UPI,No,8,Delhi
19832509-2d5c-4791-8b29-99de0192602c,2023-11-19,57,Female,1,541,Tech,"₹25,265","₹9,199",Referral Program,39,Credit Card,Yes,0,Delhi
9ad851a6-471e-46c1-b1d4-238b3060d690,2023-06-15,42,Female,0,705,E-Commerce,"₹30,612","₹77,253",Facebook Ads,2,Credit Card,Yes,0,Delhi
96518835-630e-4f54-83fd-60744f1db50b,2024-02-16,55,Female,0,142,Retail,"₹26,056","₹37,191",Partner Website,26,UPI,Yes,2,Delhi
4a02c1da-df27-419f-95e8-2a310e8bb544,2023-11-01,40,Male,1,216,Consulting,"₹18,599","₹11,211",Referral Program,27,Bank Transfer,Yes,0,Delhi
32ab5b7c-a0df-4f38-8d32-ecbfa7cf6cac,2023-01-08,23,Male,0,256,Retail,"₹44,053","₹64,069",Direct Traffic,27,UPI,Yes,0,Delhi
3d7fade0-0217-49b9-81b1-6f124679b8eb,2024-10-08,53,Female,0,339,Tech,"₹45,596","₹89,896",Email Campaign,15,Bank Transfer,No,0,Delhi
7b6c4b68-21a6-4d6b-b964-563ed08afc34,2023-01-28,40,Female,1,127,Education,"₹6,950","₹57,746",Referral Program,8,UPI,Yes,0,Delhi
9f8698b1-a1f8-49c5-897b-5ef271f9357a,2023-11-06,19,Male,1,84,Retail,"₹13,730","₹22,542",Google Ads,7,Bank Transfer,Yes,8,Delhi
60ed9fe0-6a99-4737-8c21-d315881c90fe,2024-02-12,58,Female,0,652,Consulting,"₹29,509","₹32,312",Partner Website,47,Credit Card,Yes,0,Delhi
2998d411-9180-42fa-afbe-8720b45df8b1,2023-09-26,48,Female,1,693,Consulting,"₹5,933","₹46,242",Referral Program,46,UPI,No,0,Delhi
2da4b240-c41f-49d0-9b53-39791522eb5b,2024-05-22,18,Female,0,435,Consulting,"₹34,366","₹94,783",Instagram Ads,40,Credit Card,No,0,Delhi
9025b23f-4857-40b7-a05e-9bbfe33effd1,2023-11-06,41,Male,1,98,Tech,"₹40,364","₹88,893",Email Campaign,12,Credit Card,Yes,5,Delhi
5249ed77-b798-460d-8660-dc21d82a0eb4,2024-02-16,43,Male,0,341,Retail,"₹19,210","₹56,388",Word of Mouth,13,UPI,Yes,0,Delhi
e3599401-ef06-4b0a-b0f0-c9707341ff6e,2024-07-12,18,Male,1,318,Finance,"₹11,939","₹28,691",Partner Website,43,UPI,No,4,Delhi
9e179135-9db0-4927-8cb1-2565598a5944,2024-06-22,56,Female,0,577,Education,"₹42,355","₹78,960",Google Ads,17,Bank Transfer,No,0,Delhi
c8f7488c-46f5-4760-8409-90362b18574e,2022-12-02,30,Female,0,177,Healthcare,"₹16,521","₹85,388",Word of Mouth,17,Bank Transfer,No,0,Delhi
f4ced771-dd79-4d70-8b1a-588aa5e5a423,2023-05-21,30,Female,0,496,Retail,"₹6,916","₹23,601",Referral Program,36,Credit Card,Yes,0,Delhi
6c4b676e-65d0-45c5-aed1-1b1a0a7be587,2022-11-06,44,Male,1,273,Consulting,"₹7,480","₹19,020",Word of Mouth,21,Bank Transfer,Yes,7,Delhi
c405dbe9-c631-4319-ba61-27ea9b1fa6be,2023-06-01,50,Female,0,520,Finance,"₹18,558","₹9,155",Word of Mouth,8,Bank Transfer,No,9,Delhi
7e052d77-af77-4f11-b815-6666d7c806f3,2024-09-05,43,Female,0,536,Healthcare,"₹11,601","₹70,119",Email Campaign,5,UPI,Yes,7,Delhi
e9f08b1b-f79a-4e23-b5f1-bcf19f5133b8,2024-04-05,49,Female,1,394,Healthcare,"₹41,218","₹82,051",Direct Traffic,26,Bank Transfer,No,2,Delhi
25724e01-1e9c-46bd-b05b-c1bd6f322973,2024-03-08,55,Male,1,511,E-Commerce,"₹33,102","₹37,777",Word of Mouth,16,Credit Card,No,6,Delhi
62e38231-02d7-49d8-9dc4-f96ba84cef0e,2023-01-04,22,Female,0,230,Retail,"₹9,622","₹20,710",Word of Mouth,36,Bank Transfer,No,4,Delhi
aba36e6a-af68-4891-8df5-731954244dce,2023-03-24,26,Female,0,183,Tech,"₹13,076","₹25,532",Partner Website,28,Credit Card,Yes,0,Delhi
af63314d-cf5c-4bdc-94e2-2ff78731826d,2024-03-26,32,Female,1,479,Retail,"₹28,016","₹19,601",Direct Traffic,29,UPI,No,2,Delhi
4bfd7cbb-1dfb-460e-b637-5f018de6d6a3,2022-12-25,19,Female,1,530,Finance,"₹22,933","₹64,227",Email Campaign,47,Credit Card,No,0,Delhi
cf767964-aace-4786-ad81-73f5f8a8ae5e,2024-09-25,65,Female,1,102,Healthcare,"₹1,589","₹5,967",Google Ads,12,Bank Transfer,Yes,8,Delhi
0e965fdb-fa89-416c-8d37-4df51f0df86b,2022-11-20,35,Male,1,325,Retail,"₹37,846","₹85,289",Referral Program,37,UPI,No,6,Delhi
6c70f364-bd16-4a00-be21-ea6ec568f9ee,2023-02-05,24,Female,1,46,Tech,"₹9,627","₹21,022",Email Campaign,30,Bank Transfer,Yes,9,Delhi
b031a576-8e08-46e5-bd88-731fd10f2a94,2023-04-01,57,Male,0,670,E-Commerce,"₹10,987","₹44,463",Email Campaign,23,UPI,No,0,Delhi
